SQL_Table_Name;1C_Metadata_Name;Table_Purpose
ReferenceChngR4035;Справочник.ДепонированиеЗарплатыПрисоединенныеФайлы.Изменения;РегистрацияИзменений
Reference173;Справочник.ДисконтныеКарты;Основная
ReferenceChngR4041;Справочник.ДисконтныеКарты.Изменения;РегистрацияИзменений
Reference174;Справочник.ДоверенностиНалогоплательщика;Основная
Reference174.VT4075;Справочник.ДоверенностиНалогоплательщика.ПолномочияПредставителя;ТабличнаяЧасть
Reference174.VT4120;Справочник.ДоверенностиНалогоплательщика.ФИО;ТабличнаяЧасть
Reference174.VT4126;Справочник.ДоверенностиНалогоплательщика.Адреса;ТабличнаяЧасть
Reference174.VT4138;Справочник.ДоверенностиНалогоплательщика.УдЛичности;ТабличнаяЧасть
ReferenceChngR4147;Справочник.ДоверенностиНалогоплательщика.Изменения;РегистрацияИзменений
Reference175;Справочник.ДоговорКредитаИЗаймаПрисоединенныеФайлы;Основная
Reference175.VT4168;Справочник.ДоговорКредитаИЗаймаПрисоединенныеФайлы.УдалитьЭлектронныеПодписи;ТабличнаяЧасть
Reference175.VT4180;Справочник.ДоговорКредитаИЗаймаПрисоединенныеФайлы.УдалитьСертификатыШифрования;ТабличнаяЧасть
ReferenceChngR4185;Справочник.ДоговорКредитаИЗаймаПрисоединенныеФайлы.Изменения;РегистрацияИзменений
Reference176;Справочник.ДоговорРаботыУслугиПрисоединенныеФайлы;Основная
Reference176.VT4206;Справочник.ДоговорРаботыУслугиПрисоединенныеФайлы.УдалитьЭлектронныеПодписи;ТабличнаяЧасть
Reference176.VT4218;Справочник.ДоговорРаботыУслугиПрисоединенныеФайлы.УдалитьСертификатыШифрования;ТабличнаяЧасть
ReferenceChngR4223;Справочник.ДоговорРаботыУслугиПрисоединенныеФайлы.Изменения;РегистрацияИзменений
Reference177;Справочник.ДоговорыКонтрагентов;Основная
Reference177.VT4301;Справочник.ДоговорыКонтрагентов.ДоговорОбслуживанияПолучателиРассылки;ТабличнаяЧасть
Reference177.VT4305;Справочник.ДоговорыКонтрагентов.ДополнительныеРеквизиты;ТабличнаяЧасть
